submission_id,benchmark,split,display_name,reported_score_percent,agent,agent_org,model_ids,model_display,model_org,attempts,attempts_raw,checked,checked_raw,open_source_system,open_source_system_raw,open_source_model,open_source_model_raw,resolved_count,no_generation_count,no_logs_count,assets_json,metadata_path,results_path,resolved_count_matches,reported_score_available,reported_score_matches
20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor,swe-bench,verified,SWE-Fixer (Qwen2.5-7b retriever + Qwen2.5-72b editor),,SWE-Fixer,,"[""Qwen 2.5""]",Qwen2.5 (7B + 72B),Qwen,1.0,1,True,true,True,true,True,true,164,19,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor/trajs""}",external/swebench-experiments/evaluation/verified/20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor/metadata.yaml,external/swebench-experiments/evaluation/verified/20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor/results/results.json,True,False,False
20250511_sweagent_lm_32b,swe-bench,verified,SWE-agent + SWE-agent-LM-32B,,SWE-agent,SWE-agent,"[""Qwen 2.5""]",SWE-agent-LM-32B,Qwen,1.0,1,True,true,True,true,True,true,201,4,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250511_sweagent_lm_32b/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250511_sweagent_lm_32b/trajs""}",external/swebench-experiments/evaluation/verified/20250511_sweagent_lm_32b/metadata.yaml,external/swebench-experiments/evaluation/verified/20250511_sweagent_lm_32b/results/results.json,True,False,False
20250515_Refact_Agent,swe-bench,verified,Refact.ai Agent,,Refact.ai Agent,Refact.ai,"[""claude-3-7-sonnet-20250219"", ""o3"", ""o4-mini""]",Multiple,Anthropic,1.0,1,False,false,True,true,False,false,352,1,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250515_Refact_Agent/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250515_Refact_Agent/trajs""}",external/swebench-experiments/evaluation/verified/20250515_Refact_Agent/metadata.yaml,external/swebench-experiments/evaluation/verified/20250515_Refact_Agent/results/results.json,True,False,False
20250519_devlo,swe-bench,verified,devlo,,devlo,devlo,"[""claude-3-7-sonnet-20250219"", ""o3"", ""gemini-2.5-pro""]",Multiple,Anthropic,1.0,1,False,false,False,false,False,false,351,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250519_devlo/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250519_devlo/trajs""}",external/swebench-experiments/evaluation/verified/20250519_devlo/metadata.yaml,external/swebench-experiments/evaluation/verified/20250519_devlo/results/results.json,True,False,False
20250520_openhands_devstral_small,swe-bench,verified,OpenHands + DevStral Small 2505,,OpenHands,OpenHands,"[""mistralai/Devstral-Small-2505""]",DevStral Small 2505,Mistral,1.0,1,True,true,True,true,True,true,234,5,3,"{""logs"": ""s3://swe-bench-submissions/verified/20250520_openhands_devstral_small/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250520_openhands_devstral_small/trajs""}",external/swebench-experiments/evaluation/verified/20250520_openhands_devstral_small/metadata.yaml,external/swebench-experiments/evaluation/verified/20250520_openhands_devstral_small/results/results.json,True,False,False
20250522_sweagent_claude-4-sonnet-20250514,swe-bench,verified,SWE-agent + Claude 4 Sonnet,,SWE-agent,SWE-agent,"[""claude-4-sonnet-20250514""]",Claude 4 Sonnet,Anthropic,1.0,1,True,true,True,true,False,false,333,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250522_sweagent_claude-4-sonnet-20250514/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250522_sweagent_claude-4-sonnet-20250514/trajs""}",external/swebench-experiments/evaluation/verified/20250522_sweagent_claude-4-sonnet-20250514/metadata.yaml,external/swebench-experiments/evaluation/verified/20250522_sweagent_claude-4-sonnet-20250514/results/results.json,True,False,False
20250522_tools_claude-4-opus,swe-bench,verified,Tools + Claude 4 Opus (2025-05-22),,Tools,,"[""claude-4-opus-20250514""]",Claude 4 Opus,Anthropic,1.0,1,False,false,False,false,False,false,366,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250522_tools_claude-4-opus/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250522_tools_claude-4-opus/trajs""}",external/swebench-experiments/evaluation/verified/20250522_tools_claude-4-opus/metadata.yaml,external/swebench-experiments/evaluation/verified/20250522_tools_claude-4-opus/results/results.json,True,False,False
20250522_tools_claude-4-sonnet,swe-bench,verified,Tools + Claude 4 Sonnet (2025-05-22),,Tools,,"[""claude-4-sonnet-20250514""]",Claude 4 Sonnet,Anthropic,1.0,1,False,false,False,false,False,false,362,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250522_tools_claude-4-sonnet/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250522_tools_claude-4-sonnet/trajs""}",external/swebench-experiments/evaluation/verified/20250522_tools_claude-4-sonnet/metadata.yaml,external/swebench-experiments/evaluation/verified/20250522_tools_claude-4-sonnet/results/results.json,True,False,False
20250524_openhands_claude_4_sonnet,swe-bench,verified,OpenHands + Claude 4 Sonnet,,OpenHands,OpenHands,"[""claude-4-sonnet-20250514""]",Claude 4 Sonnet,Anthropic,1.0,1,True,true,True,true,False,false,352,0,1,"{""logs"": ""s3://swe-bench-submissions/verified/20250524_openhands_claude_4_sonnet/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250524_openhands_claude_4_sonnet/trajs""}",external/swebench-experiments/evaluation/verified/20250524_openhands_claude_4_sonnet/metadata.yaml,external/swebench-experiments/evaluation/verified/20250524_openhands_claude_4_sonnet/results/results.json,True,False,False
20250603_Refact_Agent_claude-4-sonnet,swe-bench,verified,Refact.ai Agent + Claude 4 Sonnet + o4-mini,,Refact.ai Agent,Refact.ai,"[""claude-4-sonnet"", ""o4-mini""]",Multiple,Anthropic,1.0,1,False,false,True,true,False,false,372,1,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250603_Refact_Agent_claude-4-sonnet/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250603_Refact_Agent_claude-4-sonnet/trajs""}",external/swebench-experiments/evaluation/verified/20250603_Refact_Agent_claude-4-sonnet/metadata.yaml,external/swebench-experiments/evaluation/verified/20250603_Refact_Agent_claude-4-sonnet/results/results.json,True,False,False
20250610_augment_agent_v1,swe-bench,verified,Augment Agent v1,,Augment Agent v1,,[],Undisclosed,,1.0,1,False,false,True,true,False,false,352,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250610_augment_agent_v1/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250610_augment_agent_v1/trajs""}",external/swebench-experiments/evaluation/verified/20250610_augment_agent_v1/metadata.yaml,external/swebench-experiments/evaluation/verified/20250610_augment_agent_v1/results/results.json,True,False,False
20250611_moatless_claude-4-sonnet-20250514,swe-bench,verified,Moatless Tools + Claude 4 Sonnet,,Moatless Tools,Moatless AI,"[""claude-4-sonnet-20250514""]",Claude 4 Sonnet,Anthropic,1.0,1,True,true,True,true,False,false,354,3,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250611_moatless_claude-4-sonnet-20250514/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250611_moatless_claude-4-sonnet-20250514/trajs""}",external/swebench-experiments/evaluation/verified/20250611_moatless_claude-4-sonnet-20250514/metadata.yaml,external/swebench-experiments/evaluation/verified/20250611_moatless_claude-4-sonnet-20250514/results/results.json,True,False,False
20250616_Skywork-SWE-32B,swe-bench,verified,Skywork-SWE-32B,,Skywork-SWE-32B,Skywork AI,"[""Qwen2.5-Coder-32B-Instruct""]",Qwen2.5 Coder 32B Instruct,Qwen,1.0,1,True,true,True,true,True,true,190,9,1,"{""logs"": ""s3://swe-bench-submissions/verified/20250616_Skywork-SWE-32B/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250616_Skywork-SWE-32B/trajs""}",external/swebench-experiments/evaluation/verified/20250616_Skywork-SWE-32B/metadata.yaml,external/swebench-experiments/evaluation/verified/20250616_Skywork-SWE-32B/results/results.json,True,False,False
20250623_warp,swe-bench,verified,Warp,,Warp,Warp,"[""claude-sonnet-4-20250514"", ""claude-3-7-sonnet-20250219"", ""gemini-2.5-pro"", ""gpt-4.1-2025-04-14""]",Multiple,Anthropic,1.0,1,False,false,False,false,False,false,355,3,3,"{""logs"": ""s3://swe-bench-submissions/verified/20250623_warp/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250623_warp/trajs""}",external/swebench-experiments/evaluation/verified/20250623_warp/metadata.yaml,external/swebench-experiments/evaluation/verified/20250623_warp/results/results.json,True,False,False
20250627_agentless_MCTS-Refine-7B,swe-bench,verified,MCTS-Refine-7B,,MCTS-Refine-7B,,"[""MCTS-Refine-7B""]",MCTS Refine 7B,,1.0,1,False,false,True,true,True,true,116,39,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250627_agentless_MCTS-Refine-7B/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250627_agentless_MCTS-Refine-7B/trajs""}",external/swebench-experiments/evaluation/verified/20250627_agentless_MCTS-Refine-7B/metadata.yaml,external/swebench-experiments/evaluation/verified/20250627_agentless_MCTS-Refine-7B/results/results.json,True,False,False
20250629_deepswerl_r2eagent,swe-bench,verified,DeepSWE-Preview,,R2E-Gym,Agentica,"[""https://huggingface.co/agentica-org/DeepSWE-Preview""]",DeepSWE-Preview,,1.0,1,False,false,True,true,True,true,211,45,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250629_deepswerl_r2eagent/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250629_deepswerl_r2eagent/trajs""}",external/swebench-experiments/evaluation/verified/20250629_deepswerl_r2eagent/metadata.yaml,external/swebench-experiments/evaluation/verified/20250629_deepswerl_r2eagent/results/results.json,True,False,False
20250710_bloop,swe-bench,verified,Bloop,,Bloop,Bloop AI,"[""claude-4-sonnet-20250514""]",Claude 4 Sonnet,Anthropic,1.0,1,False,false,False,false,False,false,356,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250710_bloop/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250710_bloop/trajs""}",external/swebench-experiments/evaluation/verified/20250710_bloop/metadata.yaml,external/swebench-experiments/evaluation/verified/20250710_bloop/results/results.json,True,False,False
20250715_qodo_command,swe-bench,verified,Qodo Command,,Qodo Command,Qodo,"[""claude-sonnet-4-20250514"", ""gpt-4o""]",Multiple,Anthropic,1.0,1,False,false,False,false,False,false,356,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250715_qodo_command/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250715_qodo_command/trajs""}",external/swebench-experiments/evaluation/verified/20250715_qodo_command/metadata.yaml,external/swebench-experiments/evaluation/verified/20250715_qodo_command/results/results.json,True,False,False
20250716_openhands_kimi_k2,swe-bench,verified,OpenHands + Kimi K2,,OpenHands,OpenHands,"[""moonshot/kimi-k2-0711-preview""]",Kimi K2,Moonshot AI,1.0,1,True,true,True,true,True,true,327,0,1,"{""logs"": ""s3://swe-bench-submissions/verified/20250716_openhands_kimi_k2/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250716_openhands_kimi_k2/trajs""}",external/swebench-experiments/evaluation/verified/20250716_openhands_kimi_k2/metadata.yaml,external/swebench-experiments/evaluation/verified/20250716_openhands_kimi_k2/results/results.json,True,False,False
20250720_Lingxi-v1.5_claude-4-sonnet-20250514,swe-bench,verified,Lingxi-v1.5_claude-4-sonnet-20250514,,Lingxi-v1.5,Lingxi,"[""claude-4-sonnet-20250514""]",Claude 4 Sonnet,Anthropic,1.0,1,False,false,True,true,False,false,373,1,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250720_Lingxi-v1.5_claude-4-sonnet-20250514/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250720_Lingxi-v1.5_claude-4-sonnet-20250514/trajs""}",external/swebench-experiments/evaluation/verified/20250720_Lingxi-v1.5_claude-4-sonnet-20250514/metadata.yaml,external/swebench-experiments/evaluation/verified/20250720_Lingxi-v1.5_claude-4-sonnet-20250514/results/results.json,True,False,False
20250725_sweagent_devstral_small_2507,swe-bench,verified,SWE-agent + DevStral Small 2507,,SWE-agent,SWE-agent,"[""devstral-small-2507""]",DevStral Small 2507,Mistral,1.0,1,True,true,True,true,True,true,190,3,3,"{""logs"": ""s3://swe-bench-submissions/verified/20250725_sweagent_devstral_small_2507/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250725_sweagent_devstral_small_2507/trajs""}",external/swebench-experiments/evaluation/verified/20250725_sweagent_devstral_small_2507/metadata.yaml,external/swebench-experiments/evaluation/verified/20250725_sweagent_devstral_small_2507/results/results.json,True,False,False
20250731_harness_ai,swe-bench,verified,Harness AI,,Harness AI,Harness,"[""claude-sonnet-4-20250514""]",Claude Sonnet 4,Anthropic,1.0,1,False,false,False,false,False,false,374,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250731_harness_ai/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250731_harness_ai/trajs""}",external/swebench-experiments/evaluation/verified/20250731_harness_ai/metadata.yaml,external/swebench-experiments/evaluation/verified/20250731_harness_ai/results/results.json,True,False,False
20250804_codesweep_sweagent_kimi_k2_instruct,swe-bench,verified,CodeSweep - SWE-agent - Kimi K2 Instruct,,CodeSweep - SWE-agent,CodeSweep Inc.,"[""kimi-k2-instruct""]",Kimi K2 Instruct,Moonshot AI,1.0,1,False,false,True,true,True,true,267,18,1,"{""logs"": ""s3://swe-bench-submissions/verified/20250804_codesweep_sweagent_kimi_k2_instruct/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250804_codesweep_sweagent_kimi_k2_instruct/trajs""}",external/swebench-experiments/evaluation/verified/20250804_codesweep_sweagent_kimi_k2_instruct/metadata.yaml,external/swebench-experiments/evaluation/verified/20250804_codesweep_sweagent_kimi_k2_instruct/results/results.json,True,False,False
20250807_openhands_gpt5,swe-bench,verified,OpenHands + GPT-5,,OpenHands,OpenHands,"[""openai/gpt-5-2025-08-07""]",GPT-5,OpenAI,1.0,1,True,true,True,true,False,false,359,1,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250807_openhands_gpt5/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250807_openhands_gpt5/trajs""}",external/swebench-experiments/evaluation/verified/20250807_openhands_gpt5/metadata.yaml,external/swebench-experiments/evaluation/verified/20250807_openhands_gpt5/results/results.json,True,False,False
20250901_entroPO_R2E_QwenCoder30BA3B,swe-bench,verified,EntroPO + R2E + Qwen3-Coder-30B-A3B-Instruct,,EntroPO + R2E,42-b3yond-6ug,"[""Qwen3-Coder-30B-A3B-Instruct""]",Qwen3-Coder-30B-A3B-Instruct,Qwen,1.0,1,False,false (See README.md for info on how to get your results verified),True,true,True,true,261,12,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250901_entroPO_R2E_QwenCoder30BA3B/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250901_entroPO_R2E_QwenCoder30BA3B/trajs""}",external/swebench-experiments/evaluation/verified/20250901_entroPO_R2E_QwenCoder30BA3B/metadata.yaml,external/swebench-experiments/evaluation/verified/20250901_entroPO_R2E_QwenCoder30BA3B/results/results.json,True,False,False
20250915_JoyCode,swe-bench,verified,JoyCode + Claude 4 Sonnet + GPT-4.1,,JoyCode,JoyCode,"[""claude-4-sonnet"", ""gpt-4.1""]",Multiple,Anthropic,1.0,1,False,false,True,true,False,false,373,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20250915_JoyCode/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250915_JoyCode/trajs""}",external/swebench-experiments/evaluation/verified/20250915_JoyCode/metadata.yaml,external/swebench-experiments/evaluation/verified/20250915_JoyCode/results/results.json,True,False,False
20250924_artemis_agent_v2,swe-bench,verified,Artemis Agent v2 (2025-09-24),,Artemis Agent v2,Turintech,"[""claude-sonnet-4-20250514""]",Claude Sonnet 4,Anthropic,1.0,1,False,false,False,false,False,false,285,5,7,"{""logs"": ""s3://swe-bench-submissions/verified/20250924_artemis_agent_v2/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20250924_artemis_agent_v2/trajs""}",external/swebench-experiments/evaluation/verified/20250924_artemis_agent_v2/metadata.yaml,external/swebench-experiments/evaluation/verified/20250924_artemis_agent_v2/results/results.json,True,False,False
20251014_Lingxi_kimi_k2,swe-bench,verified,Lingxi v1.5 x Kimi K2,,Lingxi v1.5,Huawei,"[""kimi-k2-0905-preview""]",Kimi K2,Moonshot AI,1.0,1,False,false,True,true,True,true,356,1,0,"{""logs"": ""s3://swe-bench-submissions/verified/20251014_Lingxi_kimi_k2/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20251014_Lingxi_kimi_k2/trajs""}",external/swebench-experiments/evaluation/verified/20251014_Lingxi_kimi_k2/metadata.yaml,external/swebench-experiments/evaluation/verified/20251014_Lingxi_kimi_k2/results/results.json,True,False,False
20251103_sonar-foundation-agent_claude-sonnet-4-5,swe-bench,verified,Sonar Foundation Agent + Claude 4.5 Sonnet,,Sonar Foundation Agent,Sonar,"[""claude-sonnet-4-5""]",Claude 4.5 Sonnet,Anthropic,1.0,1,False,false,False,false,False,false,374,3,0,"{""logs"": ""s3://swe-bench-submissions/verified/20251103_sonar-foundation-agent_claude-sonnet-4-5/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20251103_sonar-foundation-agent_claude-sonnet-4-5/trajs""}",external/swebench-experiments/evaluation/verified/20251103_sonar-foundation-agent_claude-sonnet-4-5/metadata.yaml,external/swebench-experiments/evaluation/verified/20251103_sonar-foundation-agent_claude-sonnet-4-5/results/results.json,True,False,False
20251110_frogboss-32b,swe-bench,verified,FrogBoss-32B-2510,,FrogBoss-32B-2510,Microsoft,"[""FrogBoss-32B-2510""]",Frogboss 32B 2510,,1.0,1,False,false (See README.md for info on how to get your results verified),True,true,False,false,268,8,2,"{""logs"": ""s3://swe-bench-submissions/verified/20251110_frogboss-32b/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20251110_frogboss-32b/trajs""}",external/swebench-experiments/evaluation/verified/20251110_frogboss-32b/metadata.yaml,external/swebench-experiments/evaluation/verified/20251110_frogboss-32b/results/results.json,True,False,False
20251110_frogmini-14b,swe-bench,verified,FrogMini-14B-2510,,FrogMini-14B-2510,Microsoft,"[""FrogMini-14B-2510""]",Frogmini 14B 2510,,1.0,1,False,false (See README.md for info on how to get your results verified),True,true,False,false,225,5,1,"{""logs"": ""s3://swe-bench-submissions/verified/20251110_frogmini-14b/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20251110_frogmini-14b/trajs""}",external/swebench-experiments/evaluation/verified/20251110_frogmini-14b/metadata.yaml,external/swebench-experiments/evaluation/verified/20251110_frogmini-14b/results/results.json,True,False,False
20251120_livesweagent_gemini-3-pro-preview,swe-bench,verified,live-SWE-agent + Gemini 3 Pro Preview (2025-11-18),,live-SWE-agent,UIUC,"[""gemini-3-pro-preview""]",Gemini 3 Pro Preview,Google DeepMind,1.0,1,False,false (See README.md for info on how to get your results verified),True,true,False,false,387,2,1,"{""logs"": ""s3://swe-bench-submissions/verified/20251120_livesweagent_gemini-3-pro-preview/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20251120_livesweagent_gemini-3-pro-preview/trajs""}",external/swebench-experiments/evaluation/verified/20251120_livesweagent_gemini-3-pro-preview/metadata.yaml,external/swebench-experiments/evaluation/verified/20251120_livesweagent_gemini-3-pro-preview/results/results.json,True,False,False
20251205_sonar-foundation-agent_claude-opus-4-5,swe-bench,verified,Sonar Foundation Agent + Claude 4.5 Opus,,Sonar Foundation Agent,Sonar,"[""claude-opus-4-5""]",Claude 4.5 Opus,Anthropic,1.0,1,False,false,False,false,False,false,396,0,0,"{""logs"": ""s3://swe-bench-submissions/verified/20251205_sonar-foundation-agent_claude-opus-4-5/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20251205_sonar-foundation-agent_claude-opus-4-5/trajs""}",external/swebench-experiments/evaluation/verified/20251205_sonar-foundation-agent_claude-opus-4-5/metadata.yaml,external/swebench-experiments/evaluation/verified/20251205_sonar-foundation-agent_claude-opus-4-5/results/results.json,True,False,False
20251215_livesweagent_claude-opus-4-5,swe-bench,verified,live-SWE-agent + Claude 4.5 Opus medium (20251101),,live-SWE-agent,UIUC,"[""claude-opus-4-5-20251101""]",Claude 4.5 Opus,Anthropic,1.0,1,False,false,True,true,False,false,396,4,1,"{""logs"": ""s3://swe-bench-submissions/verified/20251215_livesweagent_claude-opus-4-5/logs"", ""trajs"": ""s3://swe-bench-submissions/verified/20251215_livesweagent_claude-opus-4-5/trajs""}",external/swebench-experiments/evaluation/verified/20251215_livesweagent_claude-opus-4-5/metadata.yaml,external/swebench-experiments/evaluation/verified/20251215_livesweagent_claude-opus-4-5/results/results.json,True,False,False
20260901_mini-v2.4.2_gemini-3-5-flash,swe-bench,verified,Gemini 3.5 Flash,71.8,mini-SWE-agent,SWE-agent,"[""gemini-3-5-flash""]",Gemini 3.5 Flash,Google DeepMind,1.0,1,,,True,true,False,false,359,59,0,"{""logs"": ""https://github.com/john-b-yang/20260901_mini-v2.4.2_gemini-3-5-flash/tree/main/logs"", ""repo"": ""https://github.com/john-b-yang/20260901_mini-v2.4.2_gemini-3-5-flash"", ""trajs"": ""https://github.com/john-b-yang/20260901_mini-v2.4.2_gemini-3-5-flash/tree/main/trajs""}",external/swebench-experiments/evaluation/verified/20260901_mini-v2.4.2_gemini-3-5-flash/metadata.yaml,external/swebench-experiments/evaluation/verified/20260901_mini-v2.4.2_gemini-3-5-flash/results/results.json,True,True,True
